place_name,latitude,longitude,address,phone_number,review_count,ratings
Goodies deal Banani 11,23.7902049,90.4103019,"House 76/A, Goodies deal Banani 11, Rd No. 11, Dhaka 1213",01886-935971,3,2.3
Lavishta,23.7728458,90.4113065,"1 APT 4B, Lavishta, House 37, Block D Rd 6, Dhaka 1212",01601-234012,11,5.0
World Brand BD Ltd.,23.7751459,90.4253375,"World Brand BD Ltd., Kha-200/C, Jaira Complex, Hazi Solim Uddin Lane,Middle Badda, Beside Canadian International University, Dhaka 1212",01974-963939,1,5.0
BABY FAIR GULSHAN-1,23.7801708,90.4152187,"BABY FAIR GULSHAN-1, Dhaka 1212",01920-987715,1,5.0
Manidise,23.7805662,90.4109388,"8th Floor, Manidise, Gulshan Bhaban, Plot 355 Bir Uttam AK Khandakar Rd, Dhaka 1212",01841-114884,1,5.0
Provati Enterprise,23.7801445,90.4150258,"Shop-62, Provati Enterprise, D.N.C.C Market, Gulshan Circle-1, Dhaka 1212",01924-555227,3,5.0
Beauty Face Japan,23.7828677,90.3979686,"3rd Floor, Beauty Face Japan, Faisal Tower, 27 North C/A, Dhaka 1212",01324-432818,9,4.2
Rushi's Collection,23.7809166,90.4168005,"Rushi's Collection, 50/1 Gulshan Ave, Dhaka 1212",01911-119709,4,4.3
pblmart.com,23.7942671,90.4133525,"13, pblmart.com, A/2 Kemal Ataturk Ave, Dhaka 1212",01313-467200,1,5.0
Adil Cosmetics,23.7813545,90.4215467,"Adil Cosmetics, 11 Rd No 6, Dhaka 1212",01726-682262,2,4.5
BanglaShoppers Jamuna Future Park,23.791385,90.4079613,"BanglaShoppers Jamuna Future Park, Ka-244, Pragati Ave Ground Floor, Jamuna Future Park Dhaka, 1212",01912-131211,86,3.9
Cosmetics Food bd,23.7799565,90.4160339,"Cosmetics Food bd, Dhaka Gulshan 1 Shopping Centre Complex 1st Floor 88 no shop Dhaka, 1212",01841-114844,1,5.0
Sugar Cosmetics Bangladesh,23.7838891,90.4159079,"House no.25, Sugar Cosmetics Bangladesh, Rd 24, Dhaka 1212",01718-029159,1,5.0
Sugar Cosmetics Bangladesh,23.7899604,90.4135279,"House no.25, Sugar Cosmetics Bangladesh, Rd 24, Dhaka 1212",01718-029159,1,5.0
The Beauty Mall,23.7908689,90.4060067,"Ground floor, House No- 68, The Beauty Mall, Block - D Rd 10, Dhaka 1212",01309-000470,89,4.9
The Beauty Mall,23.7882224,90.4241908,"Ground floor, House No- 68, The Beauty Mall, Block - D Rd 10, Dhaka 1212",01309-000470,89,4.9
Baby motif,23.7582288,90.4414506,"Baby motif, 2no, Dhaka 1212",01872-650843,4,3.5
A1 Traders,23.7789646,90.3964261,"A1 Traders, A1 Traders, SKS Tower shop No-50 (Ground Floor)7 VIP Road, Dhaka",01745-026623,1,5.0
Beauty and glamours,23.7581028,90.441143,"Shop #38, Ground Floor, Beauty and glamours, Holland Center Shopping Mall, Dhaka 1212",01745-026623,1,5.0
Police Plaza Concord Shopping Mall,23.7731167,90.4205744,"Police Plaza Concord Shopping Mall, Dhaka 1212",01934-555111,11221,4.2
Extraglam Cosmetics,23.7882684,90.4248711,"Extraglam Cosmetics, Premier Shopping Mall, Shop no: 18/C, Ground Floor, Dhaka",01973-355735,6,5.0
COSMETICS SHOP ONLINE BD,23.7731167,90.4205744,"QCFC+66W COSMETICS SHOP ONLINE BD, Dhaka 1212",01300-550944,1,1.0
Aaj Kinbo,23.7831875,90.4262444,"Cha-56, Aaj Kinbo, Dhaka 1212",01908-898994,2,5.0
Rainbow Perfume & Cosmetics,23.7923472,90.4158634,"Rainbow Perfume & Cosmetics, Plot no 15, Pink City Shopping Complex, Gulshan Avenue, Gulshan- 2, Dhaka 1212",02-8881568,2,2.0
TBH - Tisha's Beauty Hub,23.8139199,90.4234353,"Lift 7, TBH - Tisha's Beauty Hub, House 118, Road 11, Block E, Dhaka 1212",01686-902284,24,4.3
Beauty Hub,23.7515926,90.390942,"Beauty Hub, 244, Block-A, Ground Floor, Jamuna Future Park Progoti Sharoni, Dhaka 1229",01755-555572,19,5.0
A R Cosmetics Corner,23.7437218,90.3916518,"QCJ7+2X5 A R Cosmetics Corner, Dhaka 1212",01911-273175,1,5.0
Thailand Unlimited By Jennifer,23.7923819,90.4158318,"Thailand Unlimited By Jennifer, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01863-712373,6,5.0
Thailand Unlimited By Jennifer,23.7510185,90.391773,"Thailand Unlimited By Jennifer, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01863-712373,6,5.0
Thailand Unlimited By Jennifer,23.7514008,90.3907187,"Thailand Unlimited By Jennifer, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01863-712373,6,5.0
Korean Beauty Concept Jamuna future park,23.8143687,90.4239688,"Korean Beauty Concept Jamuna future park, K-244,JAMUNA FUTURE PARK shop no#GA-007,Dhaka-1229 Dhaka, 1229",01977-666217,8,4.5
Elissance Paris Bangladesh,23.81287,90.4128205,"Elissance Paris Bangladesh, House-376 Rd Number 6, Dhaka 1206",01911-244923,3,5.0
